evaluation,method,metric,N_total,N_finite,mean,SD,median,Q1,Q3,bootstrap_95ci_low,bootstrap_95ci_high
fixed_0.5_and_probability,EIA_LINEAR,target_probability_mass,40,40,16279.534837007523,16132.09210656046,11689.343254089355,4017.0164299011235,23839.96139526367,11636.886094614267,21358.389669437405
fixed_0.5_and_probability,EIA_LINEAR,outside_target_probability_mass,40,40,49088.045594786105,28435.3640639512,40425.51770815253,28352.120144024488,66375.62957823277,40646.708226313734,58162.94171509042
fixed_0.5_and_probability,EIA_LINEAR,predicted_positive_voxels,40,40,57924.5,35041.00510720372,49351.0,30312.5,83334.5,47455.556249999994,68828.48874999999
fixed_0.5_and_probability,EIA_LINEAR,volume_error_voxels,40,40,27613.8,43572.66656458746,25706.0,9374.0,56824.0,14486.289375,41001.31
fixed_0.5_and_probability,EIA_MORPH,dice_fixed,40,40,0.25650002980728204,0.15550404415166474,0.22593061013730614,0.15181436438784462,0.3295072140538873,0.21132346802681098,0.30609991105920104
fixed_0.5_and_probability,EIA_MORPH,iou_fixed,40,40,0.15723190906303378,0.11741268909276524,0.12736635857768258,0.0821424623098489,0.1972895913705247,0.1238149721670349,0.1956919865758793
fixed_0.5_and_probability,EIA_MORPH,precision_fixed,40,40,0.2528093255299896,0.19779996521953674,0.20404809098682908,0.10559630725501074,0.3874657515113273,0.1946608455261325,0.3145915049348018
fixed_0.5_and_probability,EIA_MORPH,recall_fixed,40,40,0.524725483221478,0.2968630074537599,0.49207607063255754,0.23169068739942264,0.797087833939873,0.4334447297674881,0.6162545490934139
fixed_0.5_and_probability,EIA_MORPH,specificity_fixed,40,40,0.995696639801114,0.003053007026965515,0.9962510372729501,0.9937593175533542,0.9980762545890562,0.9947337531523545,0.9966285388657965
fixed_0.5_and_probability,EIA_MORPH,soft_dice,40,40,0.25650002980728204,0.15550404415166474,0.22593061013730614,0.15181436438784462,0.3295072140538873,0.21025972163755036,0.30602581692258307
fixed_0.5_and_probability,EIA_MORPH,brier_score,40,40,0.006258750560035794,0.0031261185462928306,0.00593044354838705,0.003905829973118225,0.008815552195340476,0.00531926278281805,0.007234386760752637
fixed_0.5_and_probability,EIA_MORPH,average_precision,40,40,0.11467377624729638,0.11582768026106906,0.08279265855165185,0.039656459951772825,0.139384098419034,0.08205337366591108,0.15194826813328116
fixed_0.5_and_probability,EIA_MORPH,target_probability_mass,40,40,12737.2,14489.839768716454,7454.0,2530.75,15464.5,8688.453749999999,17491.937499999996
fixed_0.5_and_probability,EIA_MORPH,outside_target_probability_mass,40,40,38304.625,27196.626649497903,33266.0,17159.25,55489.75,30353.208125,46946.655625
fixed_0.5_and_probability,EIA_MORPH,predicted_positive_voxels,40,40,51041.825,33786.91781337215,42934.5,22071.25,75573.0,40894.24625,61451.679375
fixed_0.5_and_probability,EIA_MORPH,volume_error_voxels,40,40,20731.125,41343.94991809718,16323.5,5015.5,40997.0,8084.123125000001,33199.982500000006
fixed_0.5_and_probability,FIXED,dice_fixed,40,40,0.22857622740565892,0.15094906183267423,0.2113968008616415,0.0982784845439783,0.2959062235409699,0.18461564600545127,0.27594073726749135
fixed_0.5_and_probability,FIXED,iou_fixed,40,40,0.13805734058682684,0.10946850197443113,0.1181928589322654,0.05168082592992512,0.17366215761278986,0.10646254669276993,0.17267611778322559
fixed_0.5_and_probability,FIXED,precision_fixed,40,40,0.21690484731362386,0.18181968274575835,0.1563102227615748,0.06438558386015332,0.326295566109253,0.16268322223850534,0.27480065837761175
fixed_0.5_and_probability,FIXED,recall_fixed,40,40,0.5186963701547802,0.2956279659007105,0.4770774581554015,0.2251484629845463,0.7974426598763382,0.4286668370112964,0.6082364984989959
fixed_0.5_and_probability,FIXED,specificity_fixed,40,40,0.9947396809019928,0.003329553585397853,0.9954509452338698,0.9927112046579839,0.9970685511889864,0.9936678930719247,0.9957348682678356
fixed_0.5_and_probability,FIXED,soft_dice,40,40,0.22223404839292007,0.147081354913252,0.2052862059284397,0.09413591471964063,0.28970313001623493,0.17961637843727724,0.2698560264644903
fixed_0.5_and_probability,FIXED,brier_score,40,40,0.006301912736929374,0.0028138783705253362,0.00580276136415055,0.004003951752135875,0.008300134343036199,0.0054506705238302235,0.0071663248095521605
fixed_0.5_and_probability,FIXED,average_precision,40,40,0.2293721052409144,0.18719922765289493,0.1735853639516701,0.09479573938614945,0.35398556847904783,0.17531735629994535,0.2888424515966789
